trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
903,False,"{'a': 0.85, 'e': 0.01082036506109217}",20,8,25.1529839379933,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.85, 'e': 0.010766263235786708}",20,4,28.969547284435553,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.85, 'e': 0.010712431919607775}",30,21,14.93477975189444,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.85, 'e': 0.010658869760009735}",20,13,13.196120082720354,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.85, 'e': 0.010605575411209687}",20,6,24.748533741335063,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.85, 'e': 0.010552547534153639}",20,14,11.880149501356879,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.85, 'e': 0.01049978479648287}",20,11,17.82352220823281,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.85, 'e': 0.010447285872500456}",35,22,23.165744053218738,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.85, 'e': 0.010395049443137953}",20,9,18.37849518357158,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.85, 'e': 0.010343074195922264}",20,12,16.13686101923211,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.85, 'e': 0.010291358824942653}",25,16,9.994070584704724,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.85, 'e': 0.010239902030817939}",25,10,27.616295309152296,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.85, 'e': 0.01018870252066385}",20,14,12.731973655912368,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.85, 'e': 0.010137759008060531}",20,12,16.94116740689742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.85, 'e': 0.010087070213020228}",20,9,20.627688069992836,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.85, 'e': 0.010036634861955126}",25,14,20.64804237519517,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.85, 'e': 0.00998645168764535}",30,17,-21.412780914242415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,12,13.649698065315789,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,12,15.531744402093949,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,16,29.402549524715557,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,11,15.822709739846982,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,11,16.322939380231503,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,7,27.878797714580966,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,12,23.079956841542792,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,11,19.577172871787454,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,11,32.59937568469507,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,15,17.588213243453083,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,9,19.489637143542858,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",25,17,13.549127995155002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",25,17,14.78724775383355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",25,6,34.09611383304725,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",25,15,18.741641677046676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",30,18,23.42109795813127,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",20,11,14.559427120763043,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",30,11,34.753375232218154,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",20,12,15.971056493045557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",20,12,10.56676625585169,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
